genome,20120600_P1S,20120600_P1D,20120600_P2S,20120600_P2M,20120600_P2D,20120600_P3D,20120600_S1S,20120600_S1M,20120600_S1D,20120600_S2S,20120600_S2M,20120600_S2D,20120600_S3S,20120600_S3M,20120600_S3D,20120600_E1S,20120600_E1D,20120600_E2S,20120600_E2M,20120600_E2D,20120600_E3S,20120600_E3M,20120600_E3D,20120700_P1S,20120700_P1M,20120700_P1D,20120700_P2S,20120700_P2M,20120700_P2D,20120700_P3S,20120700_P3M,20120700_S1S,20120700_S1M,20120700_S1D,20120700_S2S,20120700_S2M,20120700_S2D,20120700_S3S,20120700_E1S,20120700_E1M,20120700_E1D,20120700_E2S,20120700_E2D,20120700_E3S,20120700_E3M,20120700_E3D,20120800_P1S,20120800_P1M,20120800_P1D,20120800_P2S,20120800_P2M,20120800_P2D,20120800_P3M,20120800_S1S,20120800_S1M,20120800_S1D,20120800_S2M,20120800_S2D,20120800_S3S,20120800_E1S,20120800_E1M,20120800_E1D,20120800_E2S,20120800_E2M,20120800_E2D,20120800_E3S,20120800_E3M,GTDB_v2_r207
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80,0,0,0,0,0,0,3.21E-04,0,0,0.003062475,0,0,0.002400185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-04,0,0,2.98E-04,0.001094511,6.81E-05,9.84E-04,0,0,0.002119433,0,0,0,0,0,0,0,0,0,0,8.30E-04,0,0,0,0,5.49E-04,0,0,0,0,0.002406469,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-938;s__
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.170_83.72_0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,0,0,0,0,0,0,0,0,0,0,0,0,8.04E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,0,0,0,0.001517286,0,0,0.015269676,0.015750251,0,0.007066787,0.016392903,4.03E-04,0.003540786,0.015837997,0.002871746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008389664,0.018413134,0.007557965,0.006648025,0.011627891,0.001853442,0.005746503,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-04,0,0,0.007433096,0.006444692,9.84E-04,4.72E-04,0.013818433,0.001274441,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,0,0,0,0,0,0,4.42E-04,0.001332276,0,5.39E-04,8.30E-04,0,0,4.67E-04,0.00281896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-04,0.00330394,1.40E-04,0,0.005627851,1.63E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81E-04,3.43E-04,2.04E-04,6.26E-04,0.004190782,0,0,0,7.55E-04,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,0,0,0,5.87E-04,0,0,0.006702842,0.007402929,3.07E-04,0.006893778,0.00932322,7.56E-04,0,7.93E-04,7.83E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005294551,0.021533418,0.004434384,0.00166241,0.005430212,0.001013697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002614628,0.013192431,5.20E-04,0.001732786,0.005887547,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIQQQ01;s__
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.165_74.19_4.27,0,0,0,0,0,0,0.001788529,0.001050601,0,0.0092753,3.21E-04,0,0.00458306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007970456,0.001960104,1.10E-04,0.0048262,9.81E-04,0,0.003947629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005635384,1.47E-04,0,0,3.32E-04,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.5_81.58_0.43,0,0,0,4.53E-04,0,0,0.005445152,0.001783521,0,0.015571349,9.96E-04,0,0.002724494,3.71E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002764437,0.004811501,1.39E-04,0.00754467,0.004343086,3.84E-04,0.007217675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004808361,1.76E-04,0,0,0,0.002677019,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__
Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.66_96.66_1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__CAITJF01;s__
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.104_97.47_4.73,0,0,0,2.79E-04,0,0,0.003390443,0.001214218,0,0.009229907,2.60E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005762786,0.008412359,1.25E-04,0.003130428,0.001161508,0,0.001217913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004108671,0,0,0,0.001105979,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70,0,0,0,0,0,0,2.16E-04,4.27E-04,0,0,2.18E-04,0,0.004339346,3.51E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27E-05,0,9.89E-04,0,0.00375074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-04,0,0,0,0.005276217,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.33_99.27_3.62,0,0,0,6.13E-04,0,0,0.007047787,9.59E-04,0,0.003573129,2.62E-04,0,0.007633979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002885668,0.008652924,5.40E-05,0.003438772,0.002666612,0,0.007190115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061473,0,0,0,0,0.012666021,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__JADFXV01;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06,0,0,0,0,0,0,2.69E-04,2.87E-04,0,6.70E-04,0,0,8.09E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002560407,9.54E-04,7.88E-06,7.96E-04,0,0,0.002764398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.114_88.45_5.80,0,0,0,0,0,0,0.001210063,1.72E-04,0,7.12E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-04,5.69E-04,1.38E-05,7.69E-04,5.72E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.142_81.20_4.70,0,0,0,0,0,0,0.001282153,0.001523178,0,0.003249742,0.003287035,0,0,0.002450002,0.001293774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001061503,0.001509503,9.74E-04,6.47E-04,6.46E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001382672,0.001765558,1.68E-04,0,0.005488017,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,0,0,0,0,0,0,3.67E-04,7.05E-04,3.21E-04,0,2.95E-04,1.77E-04,0,0,0,0,4.27E-04,0,6.69E-04,1.54E-04,0,0,1.89E-04,0,0,0,0,0,0,0,0,0,0,2.11E-04,0,8.17E-04,2.08E-04,0,0,0.001095742,0,0,0,0,4.02E-05,0,0,0,0,0,0,0,0,0,9.90E-05,0,0.001367339,0,0,0,0,0,0,0.001239176,0,0,0,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,0,0,0,4.38E-04,0,0,0.004818042,0.005430697,1.42E-04,0.007111396,0.007784629,0.003485153,0.001060796,0.002892866,0.001025556,0,1.39E-04,0,5.62E-04,5.74E-04,0,3.72E-04,1.57E-04,0,0,3.68E-04,0,0,0,0,0,0.002992297,0.004973017,0.00371727,0.001857827,0.005430442,0.002030021,0.001159803,0,0,0,0,0,0,1.39E-04,0,0,0,6.35E-04,0,3.85E-04,0,0,0.003634424,0.008059855,0.001509091,0,0.008627101,5.95E-04,0,0,0,0,6.89E-04,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.22_74.64_1.66,0,0,0,0,0,0,5.82E-04,4.04E-04,0,0.001200575,1.86E-04,0,9.47E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E-04,4.49E-04,2.83E-05,3.18E-04,2.65E-04,0,0.001381821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCJG01;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81,0,0,0,0,0,0,9.58E-04,0.001262421,0,0.001371491,0.00137034,0,7.73E-04,0,0,0,0,0,0,0,0,0,0,0,0,6.12E-04,0,0,0,0,0,0.001208665,0.003205309,7.02E-05,0.001077619,6.14E-04,0,0.001635519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001712125,9.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.56_97.76_1.08,0,0,0,9.58E-04,0,0,0.010025865,8.38E-04,0,0.003095882,1.31E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001280926,0.001817432,5.41E-05,5.20E-04,7.64E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.63_96.30_0.08,0,0,0,0,0,0,6.11E-04,0,0,0.002255275,0,0,0.001490841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-04,9.82E-04,1.24E-05,5.64E-04,0,0,0.002556805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-04,0,0,0,0,0.001260843,0,0,0,0,0,0,0,0,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Lustribacter;s__
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.66_94.31_0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIMXF01;s__
Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.151_70.18_0.00,0,0,0,0,0,0,0.001838424,8.34E-04,0,0.004150511,0,0,0.002263295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001294383,0.001772114,2.50E-05,0.001747144,6.45E-04,0,0.004271455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264698,0,0,0,0,0.001911464,0,0,0,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.132_81.32_1.30,0,0,0,0,0,0,0,0,0,0,0,0,0.00165749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37,0,0,0,0,0,0,1.99E-04,0,0,0,0,0,0.001539492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.180_95.25_4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp903891325
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00,0,0,0,0,0,0,0,0,2.62E-04,0,0,0,0,0,1.15E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59E-04,0,9.78E-04,3.72E-04,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIQQQ01;s__
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,0,0,0,0,0,0,0.001279959,0.00122685,0,0.005189699,0,0,0.001705397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005046976,0.005181411,1.70E-05,0.001708681,0.000326795,0,0.002990229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002607363,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
Fen.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.20_82.87_0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
Fen.Labelled.R1.T1.F4.trimmomatic.metaspades_bin.45_92.53_1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002204493,0.001193561,2.01E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003747232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67E-04,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__JADGOW01;s__JADGOW01 sp017882765
Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.30_79.47_0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__
Fen.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.88_90.34_8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAILMK01;f__CAILMK01;g__;s__
Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.123_80.03_3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__PALSA-968;s__
Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.46_84.21_3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__VMFF01;g__;s__
Fen.Labelled.R1.T3.F2.trimmomatic.megahit_bin.7_75.84_0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__PALSA-1337;s__
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.46_88.34_0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_85.94_3.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50,0,0,0,2.20E-04,0,0,0.002665246,0,0,0.010917936,0,0,0.00575109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001218862,0.005529184,2.59E-05,0.003336875,0.001542042,0,0.011996206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003014005,0,0,0,0,0.003526679,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16,0,0,0,0,0,0,0,0,0,2.21E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__
Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.2_97.58_0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65E-05,0,0,0,0,0,9.15E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-04,0,0,0,0,4.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003733841,0,9.81E-04,0,2.45E-05,0,0,4.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-04,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JAAFHB01;s__
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292997,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12E-04,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__
Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.21_97.74_0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001294578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__;s__
Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89E-04,0,0,1.55E-04,0,0,4.36E-05,0,0,0,0,0,0,0,0,0,0,3.90E-06,0,0,0,0,4.52E-04,0.001339318,0,0,0,0,9.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.10_100.00_1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__
