"","Member","Value","Direction","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","MolForm","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class"
"45","472.1022745",4.97755023125954,"Sig. High",472.1022745,34,18,1,0,0,0,1,0,"CHOP",NA,473.1096045,0.050289542,NA,"C34H18OP",0.765625,0.769230769230769,26.5,25.5,24.5,77.9029411764706,471.575120882728,0.424879117272496,-0.617647058823529,0.0294117647058824,0.529411764705882,0,0.0294117647058824,0,"Other","Cond Hydrocarbon","Phytochemical"
"46","474.1178742",4.59757178340313,"Sig. High",474.1178742,34,20,1,0,0,0,1,0,"CHOP",NA,475.1252042,-0.056006293,NA,"C34H20OP",0.734375,0.738461538461539,25.5,24.5,23.5,79.5794117647059,473.588469946096,0.411530053904016,-0.676470588235294,0.0294117647058824,0.588235294117647,0,0.0294117647058824,0,"Other","Cond Hydrocarbon","Phytochemical"
"47","556.1603128",2.78335504281906,"Sig. High",556.1603128,39,26,2,0,0,0,1,0,"CHOP",NA,557.1676428,0.9819784,NA,"C39H26O2P",0.680555555555556,0.689189189189189,27.5,25.5,24.5,80.0307692307692,555.539299226222,0.46070077377783,-0.692307692307693,0.0512820512820513,0.666666666666667,0,0.0256410256410256,0,"Other","Cond Hydrocarbon","Phytochemical"
"48","618.160736",1.52412285039295,"High",618.160736,40,28,5,0,0,0,1,0,"CHOP",NA,619.168066,0.931001804,NA,"C40H28O5P",0.632352941176471,0.657534246575342,27.5,22.5,21.5,76.6875,617.470492199791,0.529507800208989,-0.575,0.125,0.7,0,0.025,0,"Unsat Hydrocarbon;Cond Hydrocarbon","Cond Hydrocarbon","Phytochemical"
"49","590.1658177",7.86880801219845,"Sig. High",590.1658177,39,28,4,0,0,0,1,0,"CHOP",NA,591.1731477,0.968859165,NA,"C39H28O4P",0.632352941176471,0.652777777777778,26.5,22.5,21.5,78.5692307692308,589.50683327566,0.493166724340313,-0.641025641025641,0.102564102564103,0.717948717948718,0,0.0256410256410256,0,"Unsat Hydrocarbon","Cond Hydrocarbon","Phytochemical"
"50","571.310168",17.6727703562775,"Sig. High",571.310168,29,51,6,1,0,1,1,0,"CHNOSP",NA,572.317498,-0.045284307,NA,"C29H51O6NSP",0,0,5.5,-0.5,-3.5,98.6275862068966,570.672237962563,0.327762037436742,-1.3448275862069,0.206896551724138,1.75862068965517,0.0344827586206897,0.0344827586206897,1,"Lipid","Lipid","Lipid"
"51","601.320736",16.7824313770526,"Sig. High",601.320736,34,50,7,0,0,1,0,0,"CHOS",NA,602.328066,0.47897181,NA,"C34H50O7S",0.0769230769230769,0.186440677966102,10,3,2,88.8,600.649295894233,0.350704105767477,-1,0.205882352941176,1.47058823529412,0,0,NA,"Other","Lignin","Other"
"52","507.0184146",12.5638481302866,"Sig. High",507.0184146,28,12,8,0,0,1,0,0,"CHOS",NA,508.0257446,0.794573496,NA,"C28H12O8S",0.736842105263158,0.782608695652174,23,15,14,54.1928571428571,506.452273308766,0.547726691234459,0.214285714285714,0.285714285714286,0.428571428571429,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"53","521.0340003",11.6625455608945,"Sig. High",521.0340003,29,14,8,0,0,1,0,0,"CHOS",NA,522.0413303,0.649906886,NA,"C29H14O8S",0.7,0.75,23,15,14,56.3689655172414,520.452209080564,0.547790919436466,0.137931034482758,0.275862068965517,0.482758620689655,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
"54","537.0290598",14.2629091929308,"Sig. High",537.0290598,29,14,9,0,0,1,0,0,"CHOS",NA,538.0363898,0.899924628,NA,"C29H14O9S",0.684210526315789,0.74468085106383,23,14,13,54.4034482758621,536.429408354233,0.570591645767422,0.206896551724138,0.310344827586207,0.482758620689655,0,0,NA,"Cond Hydrocarbon","Cond Hydrocarbon","Other"
