"Site1"	"Site2"	"BetaNTI"	"RCBC"	"Assembly_Process.BetaNTI"	"Assembly_Process.RCBC"	"Assembly_Process"	"SampleID.Site1"	"Month.Site1"	"Habitat.Site1"	"Core.Site1"	"Depth.Site1"	"Year.Site1"	"Sampletype.Site1"	"hash.Site1"	"Month__.Site1"	"Year__.Site1"	"Date__.Site1"	"FieldSampling__.Site1"	"Habitat__.Site1"	"Site__.Site1"	"Core__.Site1"	"GPS__.Site1"	"image_url__.Site1"	"DepthCode__.Site1"	"DepthMin__.Site1"	"DepthMax__.Site1"	"DepthAvg__.Site1"	"metaG_ACE__.Site1"	"metaG_JGI_NovaSeq__.Site1"	"FTIR__.Site1"	"FTICRMS__.Site1"	"EEMS__.Site1"	"ALD.cm__.Site1"	"WTD.cm_neg.is.below.sfc__.Site1"	"T, air (C).Site1"	"T, soil (C).Site1"	"Weather Conditions on Day of Coring.Site1"	"Conductivity (uS).Site1"	"Redox Potential (ORP) (uncalibrated; relative values only).Site1"	"pH (porewater).Site1"	"CH4.mM__.Site1"	"CO2.mM__.Site1"	"CH4.percent.Site1"	"CO2.percent.Site1"	"d13C_CH4__.Site1"	"d13C_CO2__.Site1"	"dD_CH4__.Site1"	"dD_H2O.Site1"	"d18O_H2O.Site1"	"DOC.mM__.Site1"	"TN.mM__.Site1"	"Acetate.uM__.Site1"	"Sulfate.uM__.Site1"	"Phosphate.uM__.Site1"	"Nitrate.uM__.Site1"	"Ammonia.uM__.Site1"	"C.percent__.Site1"	"N.percent__.Site1"	"d13C_peat__.Site1"	"d15N_peat__.Site1"	"pool.DOM.Site1"	"pool.dD_CH4.Site1"	"UpdateDate__.DepthInfo.Site1"	"UpdateDate__.Biogeochemistry.Site1"	"Notes__.DepthInfo.Site1"	"Notes__.Biogeochemistry.Site1"	"sample.Site1"	"temporal_sample_id.Site1"	"DepthCodeMod.Site1"	"WTD.Site1"	"ALD.Site1"	"SampleID.Site2"	"Month.Site2"	"Habitat.Site2"	"Core.Site2"	"Depth.Site2"	"Year.Site2"	"Sampletype.Site2"	"hash.Site2"	"Month__.Site2"	"Year__.Site2"	"Date__.Site2"	"FieldSampling__.Site2"	"Habitat__.Site2"	"Site__.Site2"	"Core__.Site2"	"GPS__.Site2"	"image_url__.Site2"	"DepthCode__.Site2"	"DepthMin__.Site2"	"DepthMax__.Site2"	"DepthAvg__.Site2"	"metaG_ACE__.Site2"	"metaG_JGI_NovaSeq__.Site2"	"FTIR__.Site2"	"FTICRMS__.Site2"	"EEMS__.Site2"	"ALD.cm__.Site2"	"WTD.cm_neg.is.below.sfc__.Site2"	"T, air (C).Site2"	"T, soil (C).Site2"	"Weather Conditions on Day of Coring.Site2"	"Conductivity (uS).Site2"	"Redox Potential (ORP) (uncalibrated; relative values only).Site2"	"pH (porewater).Site2"	"CH4.mM__.Site2"	"CO2.mM__.Site2"	"CH4.percent.Site2"	"CO2.percent.Site2"	"d13C_CH4__.Site2"	"d13C_CO2__.Site2"	"dD_CH4__.Site2"	"dD_H2O.Site2"	"d18O_H2O.Site2"	"DOC.mM__.Site2"	"TN.mM__.Site2"	"Acetate.uM__.Site2"	"Sulfate.uM__.Site2"	"Phosphate.uM__.Site2"	"Nitrate.uM__.Site2"	"Ammonia.uM__.Site2"	"C.percent__.Site2"	"N.percent__.Site2"	"d13C_peat__.Site2"	"d15N_peat__.Site2"	"pool.DOM.Site2"	"pool.dD_CH4.Site2"	"UpdateDate__.DepthInfo.Site2"	"UpdateDate__.Biogeochemistry.Site2"	"Notes__.DepthInfo.Site2"	"Notes__.Biogeochemistry.Site2"	"sample.Site2"	"temporal_sample_id.Site2"	"DepthCodeMod.Site2"	"WTD.Site2"	"ALD.Site2"	"StochasticDeterministic"
"20120800_E3M"	"20120700_E1S"	0.330792987222445	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_1_S_12_so_R1"	"July"	"Fen"	1	"S"	2012	"peat"	"babf95e6-0c15-42d8-b2ed-b0f47b2dec71"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"1"	"N 68 21.1942, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg']"	"S"	1	4	2.5	"20120700_E1S"	NA	NA	NA	"X"	"Below Detection (>265)"	"15"	12.8	12.4	NA	NA	NA	5.8	0.009439749	0.747767737	NA	NA	-59.967	-18.11204167	-353.977	-86.1808826	-11.59559773	0.796416324	0.017069717	NA	1.5	NA	1.3	0	NA	NA	NA	NA	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E1_01-04"	NA	"S"	15	101	"Stochastic"
"20120800_E3M"	"20120700_E1M"	-0.549060276346344	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_1_M_12_so_R2"	"July"	"Fen"	1	"M"	2012	"peat"	"d783f71e-cdb6-4424-a083-1b6b843eeeea"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"1"	"N 68 21.1942, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg']"	"M"	5	8	6.5	"20120700_E1M"	"712 E-1-M"	"X"	NA	"X"	"Below Detection (>265)"	"15"	12.8	12	NA	NA	NA	5.8	0.01899387	0.966112096	NA	NA	-58.606	-19.23983333	-359.143	-85.80884492	-11.06847603	0.784532957	0.017736016	NA	1.95	NA	0	0.190317	42.424	0.826	-25.3593575	1.84665115	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E1_05-08"	"712_E-1-M"	"M"	15	101	"Stochastic"
"20120800_E3M"	"20120700_E1D"	0.0144273727811695	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_1_D_12_so_R1"	"July"	"Fen"	1	"D"	2012	"peat"	"308f22b8-8488-4bfd-ba11-2245a1b94f18"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"1"	"N 68 21.1942, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg']"	"D"	24	27	25.5	"20120700_E1D"	"712 E-1-D"	"X"	NA	"X"	"Below Detection (>265)"	"15"	12.8	12.3	NA	NA	NA	5.7	0.032601045	1.073331768	NA	NA	-59.3155	-18.78483333	-359.997	-85.47185046	-11.28617322	0.806453731	0.020463452	NA	0.4	NA	0.6	0	44.862	1.338	-25.9387111	1.928954433	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E1_24-27"	"712_E-1-D"	"X1"	15	101	"Stochastic"
"20120800_E3M"	"20120700_E2S"	0.709074015767994	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_2_S_12_so_R1"	"July"	"Fen"	2	"S"	2012	"peat"	"267a53e9-d7ed-41cb-9653-1beeed27c5e3"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"2"	"N 68 21.1982, E 19 02.8005"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_E2S"	"712 E-2-S"	NA	NA	NA	"Below Detection (>235)"	"5"	13.1	12	NA	NA	NA	5.5	0.161735919	2.976064353	NA	NA	-49.122	-14.83575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.841	NA	-26.5682056	NA	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E2_01-04"	"712_E-2-S"	"S"	5	101	"Stochastic"
"20120800_E3M"	"20120700_E2D"	1.83653953992726	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_2_D_12_so_R1"	"July"	"Fen"	2	"D"	2012	"peat"	"3d93af4f-8772-4e2b-853f-ab8177275310"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"2"	"N 68 21.1982, E 19 02.8005"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg']"	"D"	24	27	25.5	"20120700_E2D"	"712 E-2-D"	"X"	NA	NA	"Below Detection (>235)"	"5"	13.1	9.3	NA	NA	NA	5.6	0.314501172	2.220846002	NA	NA	-52.776	-12.26033333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.9	1.059	-24.74383025	-0.2257034	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E2_24-27"	"712_E-2-D"	"X1"	5	101	"Stochastic"
"20120800_E3M"	"20120700_E3S"	1.14103531451783	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_3_S_12_so_R1"	"July"	"Fen"	3	"S"	2012	"peat"	"99fa71a2-e3e4-4eea-a478-f63d5bab6552"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"S"	1	4	2.5	"20120700_E3S"	"712 E-3-S"	"X"	NA	NA	"Below Detection (>235)"	"4"	11.6	12.7	NA	NA	NA	6	0.040335575	0.827464407	NA	NA	-58.555	-17.73466667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.321	1.298	-26.66981745	2.325159967	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_01-04"	"712_E-3-S"	"S"	4	101	"Stochastic"
"20120800_E3M"	"20120700_E3M"	1.25488646570585	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_3_M_12_so_R1"	"July"	"Fen"	3	"M"	2012	"peat"	"556a4639-5bdb-4d70-91cc-3067835789b4"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"M"	5	8	6.5	"20120700_E3M"	"712 E-3-M"	NA	NA	NA	"Below Detection (>235)"	"4"	11.6	12.7	NA	NA	NA	5.9	0.080951976	0.995441865	NA	NA	-56.862	-18.13733333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.743	NA	-27.0047605	NA	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_05-08"	"712_E-3-M"	"M"	4	101	"Stochastic"
"20120800_E3M"	"20120700_E3D"	1.80692532886074	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"July_E_3_D_12_so_R1"	"July"	"Fen"	3	"D"	2012	"peat"	"8df5ce3b-c597-40c2-aa2c-9c9f232b1fbe"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"D"	24	27	25.5	"20120700_E3D"	"712 E-3-D"	NA	NA	NA	"Below Detection (>235)"	"4"	11.6	12.2	NA	NA	NA	5.9	0.10860954	1.291257672	NA	NA	-54.11655556	-17.69053333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.469	0.985	-24.665219	-0.199684667	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_24-27"	"712_E-3-D"	"X1"	4	101	"Stochastic"
"20120800_E3M"	"20120800_P1S"	11.1701303567943	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"Deterministic"
"20120800_E3M"	"20120800_P1M"	10.3623581983441	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"Deterministic"
"20120800_E3M"	"20120800_P1D"	8.77356802057352	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_E_3_M_12_so_R1"	"August"	"Fen"	3	"M"	2012	"peat"	"297e48d7-d310-4451-b5f0-5da9c3b09b94"	8	2012	2012-08-23	"2012-08"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2039, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Eriophorum_Core3_Aug2012.jpg']"	"M"	5	8	6.5	"20120800_E3M"	NA	"X"	"X"	"X"	"Below Detection (>235)"	"1"	12.6	10.9	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	38.9	13	5.9	0.124015723	1.610443588	NA	NA	-52.58083333	-19.2075	-332.279	-79.87193495	-10.22256084	0.606143539	0.017379337	4.3133	0.5	0	0.85	3.640651058	42.372	2.092	-26.9343791	4.0355763	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Sent to PNNL; leftover peat marked by placing in vial with purple cap. This vial should be re-run for FT-IR and possibly C/N. (note 2) Acidified for DOC."	"201208_E3_05-08"	NA	"M"	1	101	"Aug_P_1_D_12_so_R1"	"August"	"Palsa"	1	"D"	2012	"peat"	"1d31a11a-e04c-42d2-957c-d350b6bb8536"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"D"	37	40	38.5	"20120800_P1D"	NA	NA	NA	NA	"45"	NA	13.8	1.2	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.872	1.523	-25.15338905	1.035216167	NA	NA	20200703	20200923	NA	NA	"201208_P1_37-40"	NA	"X2"	NA	45	"Deterministic"
