,RCBC,site1,site2
1569,1,34,47
1570,1,34,48
1571,1,34,49
1572,1,34,50
1573,1,34,51
1574,1,34,52
1575,1,34,53
1576,-1,34,54
1577,-1,34,55
1578,-1,34,56
1579,-1,34,57
1580,-1,34,58
1581,-1,34,59
1582,1,34,60
1583,1,34,61
1584,-1,34,62
1585,1,34,63
1586,1,34,64
1587,1,34,65
1588,1,34,66
1589,1,34,67
1590,-1,35,36
1591,-1,35,37
1592,-1,35,38
1593,1,35,39
1594,1,35,40
1595,1,35,41
1596,1,35,42
1597,1,35,43
1598,1,35,44
1599,1,35,45
1600,1,35,46
1601,1,35,47
1602,1,35,48
1603,1,35,49
1604,1,35,50
1605,0.78,35,51
1606,1,35,52
1607,1,35,53
1608,-1,35,54
1609,-1,35,55
1610,-0.98,35,56
1611,-1,35,57
1612,-1,35,58
1613,-1,35,59
1614,1,35,60
1615,1,35,61
1616,1,35,62
1617,1,35,63
1618,1,35,64
1619,1,35,65
1620,1,35,66
1621,1,35,67
1622,-1,36,37
1623,-1,36,38
1624,1,36,39
1625,1,36,40
1626,1,36,41
1627,1,36,42
1628,1,36,43
1629,1,36,44
1630,1,36,45
1631,1,36,46
1632,1,36,47
1633,1,36,48
1634,1,36,49
1635,1,36,50
1636,0.23,36,51
1637,0.99,36,52
1638,1,36,53
1639,-1,36,54
1640,-1,36,55
1641,-1,36,56
1642,-1,36,57
1643,-1,36,58
1644,-1,36,59
1645,1,36,60
1646,1,36,61
1647,0.35,36,62
1648,1,36,63
1649,1,36,64
1650,1,36,65
1651,1,36,66
1652,1,36,67
1653,-0.69,37,38
1654,1,37,39
1655,0.99,37,40
1656,-0.67,37,41
1657,1,37,42
1658,1,37,43
1659,1,37,44
1660,1,37,45
1661,1,37,46
1662,1,37,47
1663,1,37,48
1664,1,37,49
1665,1,37,50
1666,0.82,37,51
1667,0.52,37,52
1668,1,37,53
1669,-1,37,54
1670,-1,37,55
1671,-1,37,56
1672,-1,37,57
1673,-1,37,58
1674,-0.96,37,59
1675,1,37,60
1676,1,37,61
1677,-1,37,62
1678,1,37,63
1679,0.74,37,64
1680,1,37,65
1681,1,37,66
1682,1,37,67
1683,1,38,39
1684,1,38,40
1685,1,38,41
1686,1,38,42
1687,1,38,43
1688,1,38,44
1689,1,38,45
1690,1,38,46
1691,0.95,38,47
1692,1,38,48
1693,1,38,49
1694,0.96,38,50
1695,0.97,38,51
1696,1,38,52
1697,1,38,53
1698,-1,38,54
1699,0.38,38,55
1700,1,38,56
1701,0.99,38,57
1702,-0.63,38,58
1703,-1,38,59
1704,1,38,60
1705,1,38,61
1706,1,38,62
1707,1,38,63
1708,1,38,64
1709,1,38,65
1710,1,38,66
1711,1,38,67
1712,-1,39,40
1713,-1,39,41
1714,-1,39,42
1715,-1,39,43
1716,-1,39,44
1717,-1,39,45
1718,-1,39,46
1719,1,39,47
1720,1,39,48
1721,1,39,49
1722,1,39,50
1723,1,39,51
1724,1,39,52
1725,1,39,53
1726,1,39,54
1727,1,39,55
1728,0.92,39,56
1729,1,39,57
1730,1,39,58
1731,1,39,59
1732,-1,39,60
1733,-1,39,61
1734,-1,39,62
1735,-1,39,63
1736,-1,39,64
1737,-1,39,65
1738,-0.99,39,66
1739,-1,39,67
1740,-1,40,41
1741,-1,40,42
1742,-1,40,43
1743,-1,40,44
1744,-1,40,45
1745,-1,40,46
1746,1,40,47
1747,1,40,48
1748,1,40,49
1749,1,40,50
1750,1,40,51
1751,1,40,52
1752,1,40,53
1753,1,40,54
1754,1,40,55
1755,-0.34,40,56
1756,0.07,40,57
1757,0.98,40,58
1758,1,40,59
1759,-1,40,60
1760,-1,40,61
1761,-1,40,62
1762,-1,40,63
1763,-1,40,64
1764,-1,40,65
1765,-0.69,40,66
1766,-1,40,67
1767,-1,41,42
1768,-1,41,43
1769,-1,41,44
1770,-1,41,45
1771,-1,41,46
1772,1,41,47
1773,1,41,48
1774,1,41,49
1775,1,41,50
1776,1,41,51
1777,1,41,52
1778,1,41,53
1779,1,41,54
1780,-0.27,41,55
1781,-1,41,56
1782,-0.35,41,57
1783,0.73,41,58
1784,1,41,59
1785,-1,41,60
1786,-1,41,61
1787,-1,41,62
1788,-1,41,63
1789,-1,41,64
1790,-1,41,65
1791,-1,41,66
1792,-1,41,67
1793,-1,42,43
1794,-1,42,44
1795,-1,42,45
1796,-1,42,46
1797,1,42,47
1798,1,42,48
1799,1,42,49
1800,1,42,50
1801,1,42,51
1802,1,42,52
1803,1,42,53
1804,1,42,54
1805,1,42,55
1806,0.98,42,56
1807,1,42,57
1808,1,42,58
1809,1,42,59
1810,-1,42,60
1811,-1,42,61
1812,-0.99,42,62
1813,-1,42,63
1814,-1,42,64
1815,-1,42,65
1816,-0.93,42,66
1817,-1,42,67
1818,-1,43,44
1819,-1,43,45
1820,-1,43,46
1821,1,43,47
1822,1,43,48
1823,1,43,49
1824,1,43,50
1825,1,43,51
1826,1,43,52
1827,1,43,53
1828,1,43,54
1829,1,43,55
1830,0.54,43,56
1831,1,43,57
1832,1,43,58
1833,1,43,59
1834,-1,43,60
1835,-1,43,61
1836,-1,43,62
1837,-1,43,63
1838,-1,43,64
1839,-1,43,65
1840,-1,43,66
1841,-1,43,67
1842,-1,44,45
1843,-1,44,46
1844,1,44,47
1845,1,44,48
1846,1,44,49
1847,1,44,50
1848,1,44,51
1849,1,44,52
1850,1,44,53
1851,1,44,54
1852,1,44,55
1853,1,44,56
1854,1,44,57
1855,1,44,58
1856,1,44,59
1857,-1,44,60
1858,-1,44,61
1859,-0.98,44,62
1860,-1,44,63
1861,-1,44,64
1862,-1,44,65
1863,-1,44,66
1864,-1,44,67
1865,-1,45,46
1866,1,45,47
1867,1,45,48
1868,1,45,49
1869,1,45,50
1870,1,45,51
1871,1,45,52
1872,1,45,53
1873,1,45,54
1874,1,45,55
1875,1,45,56
1876,1,45,57
1877,1,45,58
1878,1,45,59
1879,-1,45,60
1880,-1,45,61
1881,-0.95,45,62
1882,-1,45,63
1883,-1,45,64
1884,-1,45,65
1885,-1,45,66
1886,-1,45,67
1887,1,46,47
1888,1,46,48
1889,1,46,49
1890,1,46,50
1891,1,46,51
1892,1,46,52
1893,1,46,53
1894,1,46,54
1895,1,46,55
1896,1,46,56
1897,1,46,57
1898,1,46,58
1899,1,46,59
1900,-1,46,60
1901,-1,46,61
1902,-1,46,62
1903,-1,46,63
1904,-1,46,64
1905,-1,46,65
1906,-1,46,66
1907,-1,46,67
1908,-1,47,48
1909,1,47,49
1910,-1,47,50
1911,-1,47,51
1912,1,47,52
1913,-1,47,53
1914,1,47,54
1915,1,47,55
1916,1,47,56
1917,1,47,57
1918,1,47,58
1919,-0.8,47,59
1920,1,47,60
1921,1,47,61
1922,1,47,62
1923,1,47,63
1924,1,47,64
1925,1,47,65
1926,1,47,66
1927,1,47,67
1928,-1,48,49
1929,-1,48,50
1930,-1,48,51
1931,-1,48,52
1932,-1,48,53
1933,1,48,54
1934,1,48,55
1935,1,48,56
1936,1,48,57
1937,1,48,58
1938,0.57,48,59
1939,1,48,60
1940,1,48,61
1941,1,48,62
1942,1,48,63
1943,1,48,64
1944,1,48,65
1945,1,48,66
1946,1,48,67
1947,1,49,50
1948,-0.98,49,51
1949,-1,49,52
1950,-1,49,53
1951,1,49,54
1952,1,49,55
1953,1,49,56
1954,1,49,57
1955,1,49,58
1956,0.94,49,59
1957,1,49,60
1958,1,49,61
1959,1,49,62
1960,1,49,63
1961,1,49,64
1962,1,49,65
1963,1,49,66
1964,1,49,67
1965,-1,50,51
1966,1,50,52
1967,-1,50,53
1968,1,50,54
1969,1,50,55
1970,1,50,56
1971,1,50,57
1972,1,50,58
1973,-0.8,50,59
1974,1,50,60
1975,1,50,61
1976,1,50,62
1977,1,50,63
1978,1,50,64
1979,1,50,65
1980,1,50,66
1981,1,50,67
1982,-1,51,52
1983,-1,51,53
1984,1,51,54
1985,0.99,51,55
1986,0.93,51,56
1987,-0.05,51,57
1988,0.2,51,58
1989,-0.9,51,59
1990,1,51,60
1991,1,51,61
1992,1,51,62
1993,1,51,63
1994,1,51,64
1995,1,51,65
1996,1,51,66
1997,1,51,67
1998,-1,52,53
1999,1,52,54
2000,1,52,55
2001,0.98,52,56
2002,0.94,52,57
2003,0.97,52,58
2004,0.85,52,59
2005,1,52,60
2006,1,52,61
2007,0.97,52,62
2008,1,52,63
2009,1,52,64
2010,1,52,65
2011,1,52,66
2012,1,52,67
2013,1,53,54
2014,1,53,55
2015,1,53,56
2016,1,53,57
2017,1,53,58
2018,-0.03,53,59
2019,1,53,60
2020,1,53,61
2021,1,53,62
2022,1,53,63
2023,1,53,64
2024,1,53,65
2025,1,53,66
2026,1,1,49
2027,-1,1,50
2028,-1,1,51
2029,1,1,52
2030,-1,1,53
2031,1,1,54
2032,1,1,55
2033,1,1,56
2034,1,1,57
2035,1,1,58
2036,-0.71,1,59
2037,1,1,60
2038,1,1,61
2039,1,1,62
2040,1,1,63
2041,1,1,64
2042,1,1,65
2043,1,1,66
2044,1,1,67
2045,-1,2,3
2046,-1,2,4
2047,-1,2,5
2048,-1,2,6
2049,1,2,7
2050,1,2,8
2051,1,2,9
2052,1,2,10
2053,1,2,11
2054,1,2,12
2055,1,2,13
2056,1,2,14
2057,1,2,15
2058,1,2,16
2059,1,2,17
2060,1,2,18
2061,1,2,19
2062,1,2,20
2063,1,2,21
2064,1,2,22
2065,1,2,23
2066,-1,2,24
2067,-1,2,25
2068,0.72,2,26
2069,-1,2,27
2070,-1,2,28
2071,-1,2,29
2072,-1,2,30
2073,1,57,67
2074,-0.83,58,59
2075,1,58,60
2076,1,58,61
2077,-1,58,62
2078,1,58,63
2079,1,58,64
2080,1,58,65
2081,1,58,66
2082,1,58,67
2083,1,59,60
2084,1,59,61
2085,1,59,62
2086,1,59,63
2087,1,59,64
2088,1,59,65
2089,1,59,66
2090,1,59,67
2091,-1,60,61
2092,-0.77,60,62
2093,-1,60,63
2094,-1,60,64
2095,-1,60,65
2096,-0.75,60,66
2097,-1,60,67
2098,-1,61,62
2099,-1,61,63
2100,-1,61,64
2101,-1,61,65
2102,-0.99,61,66
2103,-1,61,67
2104,-1,62,63
2105,-1,62,64
2106,-1,62,65
2107,-0.89,62,66
2108,0.44,62,67
2109,-1,63,64
2110,-1,63,65
2111,-1,63,66
2112,-1,63,67
2113,-1,64,65
2114,-0.79,64,66
2115,-1,64,67
2116,-1,65,66
2117,-1,65,67
2118,-0.99,66,67
2119,1,3,14
2120,1,3,15
2121,1,3,16
2122,1,3,17
2123,1,3,18
2124,1,3,19
2125,1,3,20
2126,1,3,21
2127,1,3,22
2128,1,3,23
2129,-1,3,24
2130,-1,3,25
2131,1,3,26
2132,-1,3,27
2133,-1,3,28
2134,0.89,3,29
2135,-1,3,30
2136,-1,3,31
2137,1,3,32
2138,1,3,33
2139,1,3,34
2140,1,3,35
2141,1,3,36
2142,1,3,37
2143,1,3,38
2144,1,3,39
2145,1,3,40
2146,1,3,41
2147,1,3,42
2148,1,3,43
2149,1,3,44
2150,1,3,45
2151,1,3,46
2152,-1,3,47
2153,-1,3,48
2154,1,3,49
2155,-1,3,50
2156,-1,3,51
2157,0.99,3,52
2158,-1,3,53
2159,1,3,54
2160,1,3,55
2161,1,3,56
2162,1,3,57
2163,1,3,58
2164,-0.2,3,59
2165,-1,1,2
2166,-1,1,3
2167,-1,1,4
2168,-1,1,5
2169,-0.99,1,6
2170,1,1,7
2171,1,1,8
2172,1,1,9
2173,1,1,10
2174,1,1,11
2175,1,1,12
2176,0.86,1,13
2177,1,1,14
2178,1,1,15
2179,1,1,16
2180,1,1,17
2181,1,1,18
2182,1,1,19
2183,1,1,20
2184,1,1,21
2185,1,1,22
2186,1,1,23
2187,-1,1,24
2188,-1,1,25
2189,1,1,26
2190,-1,1,27
2191,-1,1,28
2192,0.98,1,29
2193,-1,1,30
2194,-1,1,31
2195,1,1,32
2196,1,1,33
2197,1,1,34
2198,1,1,35
2199,1,1,36
2200,1,1,37
2201,0.97,1,38
2202,1,1,39
2203,1,1,40
2204,1,1,41
2205,1,1,42
2206,1,1,43
2207,1,1,44
2208,1,1,45
2209,1,1,46
2210,-1,1,47
2211,-1,1,48
