OTU,New_ID
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.77_97.04_0.57,micro934
20111000_P3M_36,micro933
PLXD01,micro932
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.230_94.04_2.71,micro931
3300037231_11,micro930
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.31_87.45_2.00,micro929
20110700_P2S_7,micro928
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.54_94.98_2.76,micro927
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.240_99.01_1.64,micro926
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.95_98.52_0.25,micro925
Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.123_90.74_0.10,micro924
PKYU01,micro923
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.59_73.01_2.17,micro922
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.103_71.98_4.06,micro921
3300029985_7,micro920
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_85.94_3.20,micro919
3300036876_9,micro918
Fen.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.88_90.34_8.06,micro917
PMDY01,micro916
20120600_E3D_13,micro915
20120800_E2X_11,micro914
PLNT01,micro913
20130700_C1D_3,micro912
20120800_E2X_16,micro911
20140700_E14_2,micro910
20120800_E3S_15,micro909
20120800_E2D_10,micro908
20120800_E3D_4,micro907
20130700_C2X_5,micro906
20120600_E3D_38,micro905
20130700_C1X_17,micro904
20120700_E3M_2,micro903
PMEC01,micro902
20110800_E3M_4,micro901
20120800_E3X_14,micro900
20120600_E3D_29,micro899
20120800_E2D_4,micro898
Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21,micro897
Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.65_97.77_0.74,micro896
Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.27_98.45_0.75,micro895
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.2_97.58_0.54,micro894
Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.30_79.47_0.07,micro893
3300022861_4,micro892
3300026450_3,micro891
Fen.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.20_82.87_0.54,micro890
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,micro889
Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,micro888
Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.3_78.82_2.42,micro887
Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.34_86.94_0.54,micro886
Fen.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.11_89.30_5.73,micro885
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.55_85.86_0.54,micro884
Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,micro883
Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.83_76.02_7.93,micro882
Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.79_78.95_1.72,micro881
20120800_E2D_20,micro880
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80,micro879
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.86_81.81_1.08,micro878
Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86,micro877
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42,micro876
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95,micro875
20170700_S35_19,micro874
20150700_E15_18,micro873
3300037076_11,micro872
20130700_E1Y_5,micro871
3300023254_4,micro870
20130700_E1Z_4,micro869
20120600_E3D_50,micro868
20120600_E3D_27,micro867
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.96_95.35_0.00,micro866
PLUL01,micro865
PLYR01,micro864
3300037156_10,micro863
PLXK01,micro862
20120700_P3D_120,micro861
Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.90_96.67_0.48,micro860
PLYN01,micro859
PLYA01,micro858
Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.123_80.03_3.65,micro857
3300037401_3,micro856
PLYJ01,micro855
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_92.60_2.94,micro854
Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.36_76.65_2.98,micro853
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.69_84.77_5.37,micro852
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.38_84.70_3.10,micro851
3300037237_7,micro850
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.89_90.44_1.43,micro849
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87,micro848
Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,micro847
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.114_96.06_2.35,micro846
Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.10_100.00_1.55,micro845
Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.64_99.70_0.45,micro844
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.181_98.91_1.21,micro843
PLXB01,micro842
3300037156_12,micro841
PLYO01,micro840
20120600_E1D_53,micro839
20120600_E2D_2,micro838
20150700_E34_4,micro837
PMDK01,micro836
PMJR01,micro835
PMNP01,micro834
PMBF01,micro833
PMCM01,micro832
20130700_E3M_6,micro831
20130700_E2X_2,micro830
20100900_E1D_8,micro829
20120800_E2X_14,micro828
20111000_E3D_7,micro827
PMDB01,micro826
20130700_C2X_11,micro825
20120800_E3D_2,micro824
20120600_E2D_27,micro823
20111000_E3D_9,micro822
PMZI01,micro821
20110700_E1D_5,micro820
20110800_E3D_15,micro819
20100900_E2D_7,micro818
20120600_E3D_42,micro817
20120800_E2X_13,micro816
PMDS01,micro815
20130700_C1X_10,micro814
20140700_E15_7,micro813
20120800_E3X_28,micro812
20130700_E1Y_1,micro811
20130700_E2Y_3,micro810
20150700_S15_12,micro809
20110800_E3M_2,micro808
20110800_E3D_1,micro807
20120700_P3D_37,micro806
20111000_P1D_11,micro805
20110800_E2D_8,micro804
20120700_E1X_1,micro803
20120800_E1X_8,micro802
20111000_P3M_21,micro801
20120500_P37_4,micro800
20120800_E3X_15,micro799
20120800_P2D_5,micro798
3300037104_17,micro797
20120600_E2D_9,micro796
20111000_P1M_6,micro795
20110800_P1D_10,micro794
Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.1_78.97_1.10,micro793
20130700_S2Y_13,micro792
20111000_E3D_2,micro791
20150700_E35_2,micro790
3300038475_6,micro789
20120600_E2D_8,micro788
3300024238_3,micro787
3300038461_4,micro786
20140700_E15_1,micro785
20140700_E15_2,micro784
20130700_C1X_8,micro783
PLWQ01,micro782
20130700_C2M_13,micro781
20120700_S1D_107,micro780
Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.21_97.74_0.00,micro779
3300037076_8,micro778
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.181_93.96_0.10,micro777
Bog.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.57_95.24_1.10,micro776
20110800_E3D_41,micro775
PMBB01,micro774
Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,micro773
3300036876_12,micro772
3300037185_7,micro771
3300037224_12,micro770
20110800_E3D_13,micro769
20110800_E2D_32,micro768
3300038461_5,micro767
PMDT01,micro766
3300037104_11,micro765
20110700_P1D_6,micro764
20130700_E3Z_1,micro763
20120700_S1D_102,micro762
20111000_P2D_4,micro761
20110700_P2D_21,micro760
20110800_E2D_9,micro759
20111000_P2M_7,micro758
20110700_P2D_19,micro757
20120700_P3D_73,micro756
20110800_E3D_18,micro755
20110700_P2D_9,micro754
Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53,micro753
20160700_S23_17,micro752
20150700_P24_12,micro751
20120700_S1D_19,micro750
20120700_S1D_60,micro749
20130700_C2M_5,micro748
20120600_E1D_6,micro747
20120600_E1D_20,micro746
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00,micro745
20170700_S34_29,micro744
20120700_S1D_55,micro743
20130700_C2M_9,micro742
20120700_S1X_15,micro741
20120800_E3S_6,micro740
20110600_S3M_2,micro739
20120700_P3D_102,micro738
20130700_C1Y_13,micro737
20110800_S3D_28,micro736
20160700_P15_25,micro735
20160700_S23_5,micro734
20110800_P1S_5,micro733
20150700_P23_11,micro732
20120500_P14_1,micro731
20140700_S22_6,micro730
20110800_S1D_14,micro729
20120700_S1D_46,micro728
20150700_P13_7,micro727
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.302_75.29_1.72,micro726
20120700_S1D_33,micro725
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.211_84.38_6.90,micro724
20110800_S3S_27,micro723
Bog.None.R1.T0.trimmomatic.megahit_bin.18_85.86_3.07,micro722
20110800_S3S_24,micro721
Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75,micro720
Bog.None.R2.T0.JGI.BFC.metaspades_bin.58_85.62_4.48,micro719
Bog.None.R2.T0.trimmomatic.megahit_bin.66_95.61_5.83,micro718
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.33_99.27_3.62,micro717
20120700_S1D_5,micro716
Bog.None.R3.T0.JGI.BFC.metaspades_bin.157_96.49_2.63,micro715
20120700_P3D_54,micro714
20111000_S2S_7,micro713
20120700_S1S_6,micro712
Bog.None.R2.T0.JGI.BFC.metaspades_bin.201_94.78_1.81,micro711
20110600_S1S_4,micro710
Bog.None.R2.T0.trimmomatic.megahit_bin.272_80.28_7.13,micro709
20110700_P1S_12,micro708
20150700_S21_10,micro707
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.50_88.06_3.48,micro706
20160700_P15_5,micro705
20110600_P1M_17,micro704
20120700_P3D_50,micro703
PMUP01,micro702
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.61_83.67_6.26,micro701
20120500_P13_5,micro700
20110600_P1M_1,micro699
20111000_P3M_15,micro698
20120700_P3D_88,micro697
Bog.None.R3.T0.trimmomatic.megahit_bin.399_80.28_6.52,micro696
20111000_P2D_18,micro695
20110600_P1M_9,micro694
20110800_P1D_14,micro693
20140700_S12_11,micro692
20170700_S25_8,micro691
20120700_P3D_101,micro690
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,micro689
20120600_E1D_55,micro688
20130700_C1X_6,micro687
20111000_E3D_5,micro686
20120700_E1D_7,micro685
20110800_E2D_5,micro684
20130700_E3Z_5,micro683
20150700_P15_4,micro682
20120500_P32_6,micro681
20170700_S25_3,micro680
20150700_P15_5,micro679
20120800_P1D_2,micro678
20140700_S21_18,micro677
20120700_P2D_1,micro676
20150700_P15_11,micro675
20111000_S3S_10,micro674
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.210_73.18_6.21,micro673
20110800_S3S_26,micro672
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,micro671
20120600_P3M_9,micro670
20120600_P3M_2,micro669
20120700_P3D_40,micro668
Palsa.Labelled.R3.T3.F3.trimmomatic.megahit_bin.132_78.35_6.03,micro667
20111000_P1S_2,micro666
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.52_71.83_0.86,micro665
20111000_P1S_6,micro664
Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.96_80.51_1.15,micro663
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26,micro662
Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.46_85.62_3.11,micro661
Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86,micro660
20110800_S3S_25,micro659
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.148_70.25_9.70,micro658
20110700_P2S_5,micro657
20120700_S1D_64,micro656
20120600_S1D_1,micro655
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.238_96.77_6.03,micro654
20110600_S1D_15,micro653
20110600_P1M_18,micro652
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,micro651
20110800_E3D_20,micro650
20120700_P1D_9,micro649
20111000_P3D_1,micro648
20170700_S25_14,micro647
20140700_S16_1,micro646
20170700_S24_10,micro645
20140700_S32_12,micro644
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72,micro643
Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.60_70.06_0.86,micro642
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72,micro641
20120700_P3D_93,micro640
20170700_S24_18,micro639
20120700_S1D_114,micro638
20120800_P1D_1,micro637
20150700_P31_7,micro636
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.152_78.26_8.29,micro635
20150700_P31_13,micro634
20140700_S21_12,micro633
20110800_S3M_18,micro632
20130700_C2D_3,micro631
20170700_S25_13,micro630
20130700_S3M_3,micro629
Bog.None.R3.T0.JGI.BFC.metaspades_bin.275_96.71_5.17,micro628
20150700_E15_22,micro627
20170700_S24_14,micro626
20111000_P3M_44,micro625
20120500_P26_5,micro624
20120800_E1D_18,micro623
20110600_S1M_11,micro622
20120700_S1D_104,micro621
20150700_S15_15,micro620
20110700_S3M_11,micro619
20120800_E3X_27,micro618
20170700_S25_7,micro617
20170700_S33_23,micro616
Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31,micro615
20150700_P14_4,micro614
20170700_P14_3,micro613
20150700_E15_20,micro612
20110800_S2M_3,micro611
20130700_S2D_2,micro610
20150700_E14_10,micro609
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86,micro608
Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48,micro607
Bog.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.66_77.13_3.14,micro606
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33,micro605
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,micro604
20120700_S3X_7,micro603
20150700_S23_11,micro602
Bog.None.R3.T0.JGI.BFC.metaspades_bin.122_92.03_1.72,micro601
20111000_P1S_1,micro600
20160700_P15_24,micro599
20110700_P1S_2,micro598
Bog.None.R2.T0.JGI.BFC.metaspades_bin.302_84.77_4.31,micro597
Bog.None.R2.T0.trimmomatic.megahit_bin.194_91.91_4.74,micro596
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,micro595
Bog.None.R3.T0.JGI.BFC.metaspades_bin.162_97.41_2.35,micro594
Bog.None.R2.T0.JGI.BFC.metaspades_bin.224_82.49_1.72,micro593
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.114_88.45_5.80,micro592
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59,micro591
Bog.None.R2.T0.JGI.BFC.metaspades_bin.27_84.99_8.62,micro590
20110800_P2D_10,micro589
PMOF01,micro588
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.30_90.30_1.69,micro587
Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.36_70.45_7.93,micro586
Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,micro585
20130700_C2Y_2,micro584
20111000_P3D_13,micro583
20130700_S2M_1,micro582
20120700_S1D_57,micro581
20120600_S2D_6,micro580
20170700_S25_9,micro579
20160700_E25_15,micro578
20160700_E25_16,micro577
20170700_S34_10,micro576
3300023248_5,micro575
20170700_E15_6,micro574
20120600_E3D_3,micro573
Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16,micro572
20120600_E1D_19,micro571
20120600_S1D_7,micro570
20110700_P2D_11,micro569
PLCS01,micro568
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,micro567
20170700_S35_18,micro566
20150700_E15_4,micro565
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92,micro564
20130700_E2Y_10,micro563
20160700_E23_21,micro562
20160700_E25_11,micro561
20140700_S16_20,micro560
Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77,micro559
20170700_S34_24,micro558
20170700_S34_23,micro557
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59,micro556
20120800_E1D_14,micro555
Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,micro554
20140700_S11_11,micro553
20130700_S1Z_5,micro552
20150700_E14_2,micro551
20140700_S11_6,micro550
Fen.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.3_94.18_1.39,micro549
20140700_S11_15,micro548
20160700_E25_13,micro547
Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,micro546
Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76,micro545
Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,micro544
20120600_E3D_46,micro543
20150700_P14_8,micro542
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.9_92.24_4.31,micro541
Palsa.Labelled.R2.T3.F2.trimmomatic.megahit_bin.45_76.68_4.31,micro540
Palsa.Labelled.R2.T3.F3.trimmomatic.megahit_bin.21_71.76_3.88,micro539
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.39_92.28_2.97,micro538
20170700_S33_5,micro537
Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.35_96.02_1.29,micro536
Bog.None.R2.T0.JGI.BFC.metaspades_bin.145_77.41_6.25,micro535
20120800_S3X_7,micro534
20130700_S2S_12,micro533
Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94,micro532
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.27_89.55_3.74,micro531
20110800_S3S_31,micro530
Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.113_71.00_8.58,micro529
20110800_S1S_12,micro528
20130700_P1Y_11,micro527
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.86_71.87_2.22,micro526
20170700_S25_1,micro525
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71,micro524
20110600_S1D_17,micro523
20120700_P3D_14,micro522
20120500_P28_12,micro521
20120700_S1D_51,micro520
Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00,micro519
PLPO01,micro518
20120500_P28_11,micro517
Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12,micro516
20170700_S24_5,micro515
20110600_P2S_3,micro514
20110800_P1M_22,micro513
20110800_E3M_6,micro512
20170700_P34_5,micro511
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.279_93.16_1.71,micro510
Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71,micro509
20130700_P1Y_12,micro508
20120500_P25_12,micro507
20120600_S3M_3,micro506
20110700_P3S_5,micro505
20120500_P26_1,micro504
PLHP01,micro503
20120600_P2M_5,micro502
20120500_P38_6,micro501
20100900_E1D_10,micro500
20170700_S25_26,micro499
20160700_E25_27,micro498
20160700_S15_2,micro497
20111000_S1D_6,micro496
3300037355_2,micro495
PMBA01,micro494
20160700_S23_13,micro493
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.267_77.18_5.22,micro492
20120700_P3D_71,micro491
20120700_S1D_21,micro490
20170700_S33_29,micro489
20110800_S3D_19,micro488
20120700_P3D_35,micro487
20160700_P15_19,micro486
20110800_P1D_24,micro485
20120700_S1D_86,micro484
20110600_P1M_3,micro483
20120700_P3D_119,micro482
20150700_P24_7,micro481
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.190_90.54_5.98,micro480
20110700_P2D_7,micro479
20120500_P24_5,micro478
20120700_P1M_6,micro477
20111000_P1M_2,micro476
PLBY01,micro475
20120800_P2D_2,micro474
20170700_S31_11,micro473
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.14_80.71_5.34,micro472
20150700_P31_3,micro471
Palsa.Labelled.R3.T1.F2.trimmomatic.megahit_bin.31_72.28_6.84,micro470
20120600_P3D_1,micro469
20110800_P3S_4,micro468
Palsa.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.29_98.93_1.71,micro467
20120700_P3S_2,micro466
20110700_P2M_4,micro465
20160700_P15_18,micro464
20110800_S1M_8,micro463
20140700_S21_14,micro462
20150700_P11_4,micro461
20120500_P33_5,micro460
20120600_P3M_11,micro459
20120800_P2M_7,micro458
20110700_P3M_11,micro457
20110700_S3M_15,micro456
20110800_P3S_2,micro455
20130700_S3Z_1,micro454
20150700_S21_6,micro453
20111000_P2S_1,micro452
20120600_P2M_8,micro451
20130700_E3Z_11,micro450
20110700_S3M_12,micro449
20120700_S1D_41,micro448
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.142_89.72_0.85,micro447
20120700_S1D_79,micro446
20150700_E23_6,micro445
Bog.None.R3.T0.JGI.BFC.metaspades_bin.166_92.84_2.72,micro444
20120700_S1D_63,micro443
3300022861_2,micro442
20120700_P3D_81,micro441
20120700_P3D_15,micro440
20110800_E2S_12,micro439
20120700_S1X_12,micro438
PLYW01,micro437
20120700_P1D_3,micro436
20111000_P3M_10,micro435
20120700_P3D_61,micro434
20120700_S1D_76,micro433
20170700_S31_5,micro432
20111000_S1D_12,micro431
20110800_S1M_20,micro430
20170700_S25_38,micro429
20120700_P3D_12,micro428
20110800_E3D_19,micro427
20120700_S1D_13,micro426
20120700_P3D_142,micro425
Bog.None.R3.T0.JGI.BFC.metaspades_bin.339_96.94_3.52,micro424
20120700_S1D_48,micro423
20120700_P3D_90,micro422
20120500_P24_8,micro421
20120700_P3D_11,micro420
20110700_P3M_9,micro419
20160700_P15_2,micro418
20120700_P3D_92,micro417
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.33_89.65_1.71,micro416
Palsa.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.45_71.69_6.46,micro415
20110700_P2S_4,micro414
20160700_P15_3,micro413
20170700_P31_1,micro412
20120700_P1M_1,micro411
20140700_S31_3,micro410
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.96_88.84_2.56,micro409
20120600_P3M_6,micro408
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.146_89.53_8.55,micro407
20120700_P2M_5,micro406
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.60_72.97_9.43,micro405
20120700_P3D_33,micro404
20110800_P1D_13,micro403
20110800_P3M_3,micro402
Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.54_83.78_8.12,micro401
20120700_P3D_128,micro400
3300037147_7,micro399
20110600_P1M_15,micro398
20120700_P3D_67,micro397
20120700_P3D_27,micro396
20120700_P3D_46,micro395
20110800_P1M_19,micro394
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.100_93.16_1.99,micro393
20110600_P1M_5,micro392
20110600_P3S_4,micro391
20170700_P33_1,micro390
20150700_P23_12,micro389
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85,micro388
20110800_E1D_22,micro387
20120700_P3D_31,micro386
20110800_E2D_22,micro385
20120800_E3S_10,micro384
20120600_E2D_12,micro383
20120700_P3D_137,micro382
20120700_P3D_122,micro381
PMCG01,micro380
3300038458_11,micro379
PLMN01,micro378
20110800_E1S_2,micro377
PMCY01,micro376
20110800_E2D_20,micro375
20120600_E2D_11,micro374
20120500_P19_8,micro373
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17,micro372
20120600_E3D_2,micro371
3300037549_11,micro370
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88,micro369
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,micro368
20120700_S1D_25,micro367
20120800_E2X_6,micro366
20150700_E25_9,micro365
PMMQ01,micro364
20120700_P3D_65,micro363
20111000_P3M_43,micro362
20120700_P3D_24,micro361
20120700_P3D_44,micro360
PMCE01,micro359
20120700_S1D_97,micro358
Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,micro357
PMBI01,micro356
20130700_E2Y_17,micro355
20120800_E3S_17,micro354
PLLC01,micro353
20150700_E34_11,micro352
3300037132_9,micro351
20130700_E2Y_4,micro350
20160700_E13_6,micro349
PLNV01,micro348
20150700_E15_6,micro347
20120700_E3X_7,micro346
PLNU01,micro345
20130700_E1Y_16,micro344
20170700_S34_25,micro343
PLMQ01,micro342
3300037091_10,micro341
3300037225_16,micro340
PLSJ01,micro339
PMCI01,micro338
20120600_E3D_17,micro337
3300037198_12,micro336
Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.46_88.34_0.95,micro335
Bog.None.R3.T0.trimmomatic.megahit_bin.282_90.87_0.94,micro334
20110800_E3D_22,micro333
20110800_E3D_38,micro332
Bog.None.R1.T0.trimmomatic.megahit_bin.150_72.98_1.61,micro331
3300037159_6,micro330
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.27_85.91_3.87,micro329
PMBV01,micro328
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81,micro327
Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87,micro326
PLXW01,micro325
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,micro324
20150700_P15_13,micro323
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.11_92.47_4.06,micro322
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81,micro321
20110800_P3S_9,micro320
20120700_P3D_127,micro319
20160700_P15_10,micro318
20160700_S11_1,micro317
20150700_P14_6,micro316
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.101_93.55_3.87,micro315
20120700_P3D_121,micro314
20120700_P3D_83,micro313
Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80,micro312
Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.5_91.46_5.16,micro311
20120600_E1D_16,micro310
20120700_P3D_17,micro309
3300037165_5,micro308
Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23,micro307
20120600_E2D_15,micro306
PMZX01,micro305
20130700_C1D_10,micro304
20120600_E1D_31,micro303
PMBY01,micro302
20120800_E1D_12,micro301
PMCR01,micro300
20130700_E1M_4,micro299
PMBS01,micro298
20120600_E2D_1,micro297
20110800_E1D_3,micro296
PNBO01,micro295
20170700_S35_2,micro294
20120600_E1D_18,micro293
20130700_C2M_20,micro292
20130700_C2X_10,micro291
20120700_P3D_20,micro290
20130700_C1D_5,micro289
20140700_E22_1,micro288
20120700_P3D_146,micro287
PMNO01,micro286
PLXG01,micro285
20110800_P1D_30,micro284
20120700_P3D_36,micro283
20111000_P3M_8,micro282
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.148_86.97_6.42,micro281
20111000_P3M_5,micro280
20120700_P3D_2,micro279
20110600_P1M_21,micro278
20111000_P2D_3,micro277
3300037138_9,micro276
