,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
20170700_S25_7,NA,NA,-0.648297050450529,NA,NA,-0.648297050450529,NA,-0.648297050450529,-0.648297050450529,NA,-0.648297050450529,-0.648297050450529,NA,-0.648297050450529,-0.648297050450529,NA,NA,-0.648297050450529,-0.648297050450529,-0.648297050450529,-0.648297050450529,NA
20170700_S33_23,-0.607316617712441,-0.607316617712441,-0.607316617712441,NA,-0.607316617712441,-0.607316617712441,NA,-0.607316617712441,NA,NA,-0.607316617712441,-0.607316617712441,-0.607316617712441,-0.607316617712441,-0.607316617712441,NA,-0.607316617712441,-0.607316617712441,-0.607316617712441,-0.607316617712441,-0.607316617712441,NA
20150700_E15_20,NA,-0.719143709873232,-0.719143709873233,NA,-0.719143709873232,-0.719143709873232,NA,-0.719143709873232,-0.719143709873232,NA,NA,-0.719143709873232,NA,NA,-0.719143709873232,NA,NA,-0.719143709873232,-0.719143709873232,-0.719143709873232,-0.719143709873233,NA
20110800_S2M_3,-11.5334783599365,-11.238578841638,-11.6321345746497,-11.7787670872974,-11.7326984916148,-11.9565326601186,-11.4584668575866,-11.856895254371,-11.4490970827257,-11.5584725511506,-11.9192562077036,-12.2187582982084,-11.6109009040229,-11.5304243287094,-11.3102805785195,-11.6507514728355,-11.4416406594717,-11.7573655793711,-11.2726460522924,-11.2292803374374,-11.5895210147961,-11.723558211024
20130700_S2D_2,NA,NA,-0.613052779851387,NA,-0.613052779851387,-0.613052779851387,NA,-0.613052779851387,-0.613052779851387,NA,NA,-0.613052779851387,NA,NA,-0.613052779851387,NA,-0.613052779851387,-0.613052779851387,-0.613052779851387,NA,NA,NA
20150700_E14_10,-0.632440220724723,-0.632440220724723,NA,NA,-0.632440220724723,-0.632440220724723,NA,-0.632440220724723,-0.632440220724723,NA,NA,-0.632440220724723,NA,-0.632440220724723,-0.632440220724723,NA,NA,-0.632440220724723,-0.632440220724723,NA,NA,NA
20120700_S3X_7,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656426,-0.505657678656427,-0.505657678656426,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656426,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656427,NA,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656427,-0.505657678656427
20150700_S23_11,-0.323652751863436,-0.323652751863436,NA,-0.323652751863436,-0.323652751863436,NA,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,-0.323652751863436,NA,-0.323652751863436,-0.323652751863436
20110700_P1S_2,NA,NA,NA,NA,NA,NA,-0.552988270015048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552988270015048
20130700_C2Y_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.535212843292928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130700_S2M_1,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,NA,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,NA,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,-0.515774592223223,NA
20120700_S1D_57,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,NA,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,NA,-0.539299366677706,-0.539299366677706,NA,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,-0.539299366677706,NA
20120600_S2D_6,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,NA,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,NA,-0.531380408191368,-0.531380408191368,NA,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,-0.531380408191368,NA
20170700_S25_9,NA,NA,-0.664282331718922,NA,-0.664282331718922,-0.664282331718922,NA,NA,-0.664282331718922,-0.664282331718922,NA,-0.664282331718922,NA,NA,-0.664282331718922,NA,-0.664282331718922,-0.664282331718922,-0.664282331718922,-0.664282331718922,-0.664282331718922,NA
20160700_E25_15,NA,NA,NA,NA,-0.561710884050105,-0.561710884050105,NA,NA,-0.561710884050105,NA,NA,-0.561710884050105,NA,NA,NA,NA,NA,-0.561710884050105,-0.561710884050105,-0.561710884050105,-0.561710884050105,NA
20170700_S34_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477671809934549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300023248_5,NA,NA,-0.508698702485703,NA,NA,-0.508698702485703,NA,NA,NA,NA,NA,-0.508698702485703,NA,NA,-0.508698702485703,NA,NA,NA,-0.508698702485703,NA,NA,NA
20170700_E15_6,NA,NA,-0.426328031369262,NA,NA,NA,NA,NA,-0.426328031369262,NA,NA,-0.426328031369262,NA,NA,NA,NA,NA,NA,-0.426328031369262,-0.426328031369262,-0.426328031369262,NA
20120600_E3D_3,NA,NA,-0.511371909536633,NA,NA,NA,NA,NA,NA,NA,NA,-0.511371909536634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120600_E1D_19,NA,NA,-0.723907980619301,NA,-0.723907980619301,-0.723907980619301,NA,NA,NA,NA,NA,-0.723907980619301,NA,NA,-0.723907980619301,NA,NA,-0.723907980619301,-0.723907980619301,-0.723907980619301,-0.723907980619301,NA
20120600_S1D_7,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,NA,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,NA,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,-0.658852562507685,NA
20110700_P2D_11,NA,NA,-0.737682283207779,NA,-0.737682283207779,-0.737682283207779,NA,NA,-0.737682283207779,NA,NA,-0.737682283207779,NA,NA,-0.737682283207779,NA,-0.737682283207779,-0.737682283207779,-0.737682283207779,-0.737682283207779,-0.737682283207779,NA
PLCS01,NA,NA,-0.759348803610273,NA,-0.759348803610273,-0.759348803610273,NA,NA,NA,NA,NA,-0.759348803610273,NA,NA,-0.759348803610273,NA,NA,-0.759348803610273,-0.759348803610273,-0.759348803610273,-0.759348803610273,NA
20170700_S35_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.636624755009393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150700_E15_4,NA,NA,-0.593001963226572,NA,-0.593001963226572,NA,NA,NA,-0.593001963226572,NA,NA,-0.593001963226572,NA,NA,-0.593001963226572,NA,NA,NA,NA,-0.593001963226572,-0.593001963226572,NA
20130700_E2Y_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.623671887702819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20160700_E23_21,NA,NA,NA,NA,-0.615721009883784,NA,NA,-0.615721009883784,-0.615721009883784,-0.615721009883784,NA,-0.615721009883784,NA,NA,NA,NA,NA,-0.615721009883784,-0.615721009883784,-0.615721009883784,-0.615721009883784,NA
20160700_E25_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.642855386816527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140700_S16_20,NA,NA,NA,NA,NA,-0.658047956967301,NA,NA,NA,NA,NA,-0.658047956967301,NA,NA,NA,NA,NA,NA,-0.658047956967301,NA,NA,NA
20170700_S34_24,NA,-0.631270557661127,-0.631270557661127,NA,-0.631270557661127,-0.631270557661127,NA,-0.631270557661127,-0.631270557661127,-0.631270557661127,NA,-0.631270557661127,NA,NA,-0.631270557661127,NA,-0.631270557661127,-0.631270557661127,-0.631270557661127,-0.631270557661127,-0.631270557661127,NA
20170700_S34_23,NA,NA,NA,NA,NA,-0.635973064393426,NA,NA,NA,NA,NA,-0.635973064393426,NA,NA,-0.635973064393426,NA,NA,NA,-0.635973064393426,NA,NA,NA
20120800_E1D_14,-11.5847371004485,-11.778753625999,-11.5406918158751,-11.0884764730697,-12.1809718990529,-11.5778447818259,-11.5704497013277,-11.8904911214699,-11.8002469835743,-11.5696058255119,-11.3789115908576,-11.6377038050261,-11.4010977138884,-11.5080023214932,-12.2490807335354,-11.7059586368786,-11.2102717764135,-11.3381663938783,-11.58537014564,-11.6993926337497,-11.7290203660269,-11.8493416077004
20140700_S11_11,-0.776452667082641,-0.776452667082641,-0.776452667082642,-0.776452667082641,-0.776452667082641,-0.776452667082642,NA,-0.776452667082641,-0.776452667082642,NA,NA,-0.776452667082641,-0.776452667082642,-0.776452667082642,-0.776452667082642,NA,-0.776452667082641,-0.776452667082642,-0.776452667082641,-0.776452667082641,-0.776452667082642,NA
20130700_S1Z_5,NA,NA,-0.609864526589608,NA,NA,NA,NA,NA,NA,NA,-0.609864526589607,-0.609864526589607,NA,NA,NA,NA,NA,-0.609864526589607,NA,NA,-0.609864526589607,NA
20150700_E14_2,-0.609809037177106,-0.609809037177106,-0.609809037177106,NA,-0.609809037177106,-0.609809037177106,NA,-0.609809037177106,-0.609809037177106,-0.609809037177106,-0.609809037177106,-0.609809037177106,NA,-0.609809037177106,-0.609809037177106,NA,-0.609809037177106,-0.609809037177106,-0.609809037177106,-0.609809037177106,-0.609809037177106,NA
20140700_S11_6,-0.561680687720617,-0.561680687720617,NA,NA,NA,NA,NA,NA,NA,NA,-0.561680687720617,-0.561680687720617,NA,-0.561680687720617,NA,NA,NA,NA,NA,-0.561680687720617,NA,NA
20140700_S11_15,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,NA,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,NA,-0.580399948392191,-0.580399948392191,NA,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,-0.580399948392191,NA
20160700_E25_13,NA,NA,-0.650548550522134,NA,-0.650548550522134,NA,NA,NA,NA,NA,NA,-0.650548550522134,NA,NA,NA,NA,NA,NA,NA,-0.650548550522134,NA,NA
20170700_S33_5,NA,NA,NA,NA,NA,NA,NA,NA,-0.377089288765766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120800_S3X_7,NA,NA,-0.234804741307698,NA,NA,-0.234804741307698,NA,NA,-0.234804741307698,NA,NA,-0.234804741307698,NA,NA,-0.234804741307698,NA,-0.234804741307698,-0.234804741307698,-0.234804741307698,-0.234804741307698,NA,NA
20130700_S2S_12,-0.213591283039659,NA,NA,-0.213591283039659,NA,NA,-0.213591283039659,NA,NA,-0.213591283039659,-0.213591283039659,-0.213591283039659,-0.213591283039659,NA,NA,-0.213591283039659,-0.213591283039659,NA,NA,NA,NA,NA
20110800_S3S_31,0.0275155804720137,NA,NA,0.0275155804720136,NA,NA,0.0275155804720138,NA,NA,0.0275155804720136,0.0275155804720137,0.0275155804720135,0.0275155804720137,NA,NA,0.0275155804720138,0.0275155804720137,NA,NA,NA,NA,0.0275155804720135
20110800_S1S_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.169911387679285,NA,NA,-0.169911387679285,NA,NA,-0.169911387679285,-0.169911387679285,NA,NA,NA,NA,NA
20170700_S25_1,NA,NA,-0.507598761867878,NA,NA,-0.507598761867878,NA,NA,NA,NA,NA,-0.507598761867878,NA,NA,-0.507598761867877,NA,NA,NA,-0.507598761867878,NA,NA,NA
20110600_S1D_17,NA,NA,-0.371522943009381,NA,-0.371522943009381,-0.371522943009381,NA,-0.371522943009381,-0.371522943009381,NA,NA,-0.371522943009381,NA,NA,-0.371522943009381,NA,-0.371522943009381,-0.371522943009381,-0.371522943009381,-0.371522943009381,-0.371522943009381,NA
20120700_S1D_51,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,NA,-0.232160744220968,NA,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,NA,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,-0.232160744220968,NA
PLPO01,NA,NA,-0.452420544983835,NA,NA,-0.452420544983835,NA,-0.452420544983835,-0.452420544983835,NA,NA,-0.452420544983835,NA,NA,-0.452420544983835,NA,NA,-0.452420544983835,-0.452420544983835,-0.452420544983835,-0.452420544983835,NA
20120500_P28_11,NA,NA,-0.412452082644278,NA,-0.412452082644278,-0.412452082644278,NA,-0.412452082644279,-0.412452082644278,NA,NA,-0.412452082644278,NA,NA,-0.412452082644278,NA,-0.412452082644278,-0.412452082644278,-0.412452082644278,-0.412452082644278,-0.412452082644278,NA
20170700_S24_5,-0.367638425601283,-0.367638425601283,-0.367638425601283,NA,-0.367638425601283,-0.367638425601283,NA,-0.367638425601283,-0.367638425601283,NA,NA,-0.367638425601283,NA,-0.367638425601283,-0.367638425601283,NA,NA,-0.367638425601283,-0.367638425601283,-0.367638425601283,-0.367638425601283,NA
20110800_E3M_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370694706810692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120600_S3M_3,-12.01191220041,-11.6654321300645,-11.9064429069631,-11.2074779656308,-12.0994132015888,-11.6191020858517,-11.5632854164979,-11.5885549947599,-11.9948596109859,-11.781332303274,-12.063688817921,-11.6806397202727,-11.6156350044136,-11.8352360142154,-11.4191282206712,-11.6147996265588,-11.5548831198786,-12.150577400148,-11.491012367577,-12.026668428139,-11.5673192769626,-11.5970186304972
20120500_P26_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.647999518133127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLHP01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.631372207085572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120500_P38_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.650900794765961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20100900_E1D_10,NA,NA,-0.673287341783684,NA,-0.673287341783684,-0.673287341783684,NA,NA,NA,NA,NA,-0.673287341783684,NA,NA,-0.673287341783684,NA,NA,-0.673287341783684,-0.673287341783684,NA,NA,NA
20170700_S25_26,NA,NA,-0.654623379296797,NA,NA,-0.654623379296797,NA,NA,NA,NA,NA,-0.654623379296798,NA,NA,-0.654623379296798,NA,-0.654623379296797,-0.654623379296797,-0.654623379296797,NA,NA,NA
20160700_E25_27,NA,NA,NA,NA,-0.723601513182371,-0.723601513182371,NA,NA,NA,-0.723601513182371,NA,-0.723601513182371,NA,NA,-0.723601513182371,NA,-0.723601513182371,-0.723601513182372,-0.723601513182371,NA,NA,NA
20160700_S15_2,NA,NA,-0.670541684987409,NA,-0.670541684987409,-0.670541684987409,NA,-0.670541684987409,-0.670541684987409,NA,NA,-0.670541684987409,NA,NA,-0.670541684987409,NA,-0.670541684987409,-0.670541684987409,-0.670541684987409,-0.670541684987409,NA,NA
20111000_S1D_6,-0.643996370733563,-0.643996370733563,NA,-0.643996370733563,-0.643996370733563,NA,-0.643996370733563,-0.643996370733563,NA,-0.643996370733563,-0.643996370733563,-0.643996370733563,NA,-0.643996370733563,-0.643996370733563,NA,-0.643996370733563,-0.643996370733563,NA,NA,NA,-0.643996370733563
20160700_S23_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61574447879459,NA,NA,NA,NA,NA,NA
20120700_S1D_21,NA,NA,NA,NA,-0.455206549022207,-0.455206549022207,NA,NA,NA,NA,NA,-0.455206549022207,NA,NA,-0.455206549022207,NA,NA,-0.455206549022207,NA,NA,NA,NA
20170700_S33_29,NA,NA,NA,NA,NA,-0.502832576374303,NA,NA,NA,NA,NA,-0.502832576374303,NA,NA,-0.502832576374303,NA,NA,-0.502832576374303,-0.502832576374303,NA,NA,NA
20110800_S3D_19,NA,NA,-0.453491736971052,NA,NA,-0.453491736971052,NA,NA,NA,NA,NA,-0.453491736971052,NA,NA,-0.453491736971052,NA,-0.453491736971052,-0.453491736971052,-0.453491736971052,NA,NA,NA
20120700_P3D_35,NA,NA,NA,NA,NA,-0.0954594986280645,NA,-0.0954594986280645,-0.0954594986280645,NA,NA,-0.0954594986280645,NA,NA,NA,NA,NA,-0.0954594986280645,-0.0954594986280646,NA,NA,NA
20120700_S1D_86,NA,NA,NA,NA,-0.168800915857518,-0.168800915857518,NA,NA,NA,NA,NA,-0.168800915857518,NA,NA,-0.168800915857518,NA,-0.168800915857518,-0.168800915857518,-0.168800915857518,NA,NA,NA
20170700_S31_11,NA,NA,NA,NA,NA,NA,-0.0680821992011659,NA,NA,NA,NA,NA,NA,NA,NA,-0.0680821992011658,NA,NA,NA,NA,NA,-0.0680821992011658
20110800_S1M_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381663018355965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140700_S21_14,-0.133275535747983,NA,NA,-0.133275535747983,NA,NA,-0.133275535747983,NA,NA,-0.133275535747983,NA,NA,-0.133275535747983,-0.133275535747983,NA,-0.133275535747983,-0.133275535747983,NA,NA,NA,NA,-0.133275535747983
20110700_S3M_15,-0.183723819313031,-0.183723819313031,-0.183723819313031,NA,NA,NA,-0.183723819313031,-0.183723819313031,NA,NA,NA,-0.183723819313031,NA,-0.183723819313031,-0.183723819313031,-0.183723819313031,NA,NA,NA,NA,NA,-0.183723819313031
20130700_S3Z_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.358873238938275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150700_S21_6,NA,NA,NA,NA,NA,NA,-0.282952571993385,NA,NA,NA,NA,NA,NA,NA,NA,-0.282952571993385,NA,NA,NA,NA,NA,-0.282952571993385
20111000_P2S_1,NA,NA,NA,NA,NA,NA,-0.301461133278974,NA,NA,NA,NA,NA,NA,NA,NA,-0.301461133278974,NA,NA,NA,NA,NA,-0.301461133278974
20110700_S3M_12,NA,NA,-0.110332414444126,NA,-0.110332414444126,-0.110332414444126,NA,-0.110332414444126,-0.110332414444126,NA,NA,-0.110332414444126,NA,NA,-0.110332414444126,NA,NA,-0.110332414444126,-0.110332414444126,-0.110332414444126,-0.110332414444126,NA
20120700_S1D_41,NA,NA,-0.215664999593543,NA,NA,-0.215664999593543,NA,NA,-0.215664999593543,NA,NA,-0.215664999593543,NA,NA,-0.215664999593543,NA,-0.215664999593543,-0.215664999593543,-0.215664999593543,-0.215664999593543,NA,NA
20120700_S1D_79,NA,-0.256522103913372,NA,NA,-0.256522103913372,-0.256522103913372,NA,-0.256522103913372,-0.256522103913371,NA,-0.256522103913372,-0.256522103913372,NA,NA,NA,NA,NA,-0.256522103913372,NA,-0.256522103913371,-0.256522103913371,NA
20150700_E23_6,NA,NA,NA,NA,NA,-0.346657808244392,NA,NA,-0.346657808244392,NA,NA,-0.346657808244392,NA,NA,NA,NA,NA,-0.346657808244392,NA,-0.346657808244392,-0.346657808244392,NA
20120700_S1D_63,NA,-0.162324429651786,-0.162324429651786,NA,-0.162324429651786,-0.162324429651786,NA,NA,-0.162324429651786,-0.162324429651786,-0.162324429651786,-0.162324429651786,NA,NA,-0.162324429651786,NA,NA,-0.162324429651786,-0.162324429651786,-0.162324429651786,-0.162324429651786,NA
3300022861_2,-0.17437186381894,-0.17437186381894,-0.17437186381894,NA,-0.174371863818939,-0.17437186381894,NA,NA,-0.17437186381894,NA,NA,-0.174371863818939,NA,-0.17437186381894,-0.174371863818939,NA,NA,-0.17437186381894,-0.174371863818939,-0.17437186381894,-0.17437186381894,NA
20120700_S1X_12,NA,NA,-0.576365382562102,NA,NA,-0.576365382562102,NA,NA,NA,NA,NA,-0.576365382562102,NA,NA,-0.576365382562102,NA,NA,NA,-0.576365382562102,NA,NA,NA
20120700_P1D_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56529926260184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_P3D_61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.531283419870175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_76,-11.5946508011376,-12.2499958609339,-11.5434014168009,-12.0664866400969,-12.1130207242319,-11.6744998194257,-11.4469080234805,-11.5802827918537,-11.5945419396314,-11.7536147743718,-11.3744534064839,-11.7635890355012,-11.3043374264343,-11.2372440199588,-12.3027730007989,-11.3216502438462,-11.6134656875414,-12.0745473503134,-11.9811305172423,-11.1556649180359,-11.304506498964,-11.6010538369203
20170700_S31_5,-0.676502522865919,-0.67650252286592,NA,NA,NA,NA,-0.67650252286592,NA,NA,NA,-0.67650252286592,-0.67650252286592,NA,-0.67650252286592,NA,-0.67650252286592,NA,NA,NA,NA,NA,-0.67650252286592
20111000_S1D_12,-0.579274782924758,-0.579274782924758,NA,-0.579274782924758,-0.579274782924758,NA,-0.579274782924758,-0.579274782924758,-0.579274782924758,NA,-0.579274782924758,-0.579274782924758,NA,-0.579274782924758,-0.579274782924758,-0.579274782924758,NA,-0.579274782924758,NA,NA,NA,-0.579274782924758
20110800_S1M_20,NA,NA,NA,NA,NA,0.782813080664962,NA,NA,NA,NA,NA,0.782813080664962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S25_38,NA,NA,0.969990121330855,NA,NA,0.969990121330855,NA,NA,0.969990121330855,NA,NA,0.969990121330856,NA,NA,0.969990121330856,NA,NA,0.969990121330856,0.969990121330855,NA,NA,NA
20120700_P3D_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568874739822084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20110800_E3D_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451371303486603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_13,NA,NA,0.826298065841314,NA,NA,0.826298065841313,NA,NA,NA,NA,NA,0.826298065841314,NA,NA,0.826298065841314,NA,NA,0.826298065841314,0.826298065841313,NA,NA,NA
20120700_P3D_142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577366425727669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_48,NA,NA,1.30585066143941,NA,1.30585066143941,1.30585066143941,NA,1.30585066143941,NA,NA,NA,1.30585066143941,NA,1.30585066143941,1.30585066143941,NA,NA,1.30585066143941,1.30585066143941,NA,NA,NA
20110700_P2S_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652920682873203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_P31_1,NA,NA,0.708036883993686,NA,NA,NA,NA,NA,NA,NA,NA,0.708036883993686,0.708036883993686,NA,NA,NA,NA,NA,NA,NA,NA,0.708036883993687
20140700_S31_3,NA,NA,NA,1.3463841120055,NA,NA,1.3463841120055,NA,NA,1.3463841120055,NA,NA,1.3463841120055,1.3463841120055,NA,1.3463841120055,1.3463841120055,NA,NA,NA,NA,1.3463841120055
20120700_P2M_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825612950605691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20110600_P3S_4,NA,NA,NA,NA,NA,NA,1.42212271709287,NA,NA,1.42212271709287,NA,NA,1.42212271709287,NA,NA,1.42212271709287,1.42212271709287,NA,NA,NA,NA,1.42212271709287
20120700_S1D_25,NA,2.83177070765205,2.83177070765205,NA,2.83177070765205,2.83177070765205,NA,2.83177070765205,2.83177070765205,2.83177070765205,2.83177070765205,2.83177070765205,NA,2.83177070765205,2.83177070765205,NA,2.83177070765205,2.83177070765205,2.83177070765205,2.83177070765205,2.83177070765205,NA
3300036876_12,3.56389731246259,3.56389731246259,3.56389731246259,3.56389731246259,3.56389731246259,3.56389731246259,NA,3.56389731246259,NA,3.56389731246259,3.56389731246259,3.56389731246259,NA,NA,3.56389731246259,NA,3.56389731246259,3.56389731246259,3.56389731246259,3.56389731246259,3.56389731246259,NA
3300037185_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888863786319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300038457_7,2.85425306664656,2.85425306664656,2.85425306664656,NA,2.85425306664656,NA,NA,2.85425306664656,NA,NA,NA,2.85425306664656,NA,2.85425306664656,2.85425306664656,NA,NA,NA,NA,NA,NA,NA
