Member,Value,Direction,Domain,Phylum,Class,Order,Family,Genus,Species
20120500_P38_6,-0.84823011,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__Bog-209 sp003131315
20120600_E1D_13,-0.377422481,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__BOG-1460,s__
20120600_E1D_16,2.21615922,Sig. High,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__FEN-1139,s__FEN-1139 sp003154095
20120600_E1D_17,1.430158471,High,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__F11,f__FEN-1173,g__FEN-1173,s__FEN-1173 sp003158755
20120600_E1D_18,-0.496111058,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1118,s__Fen-1118 sp003159055
20120600_E1D_19,-0.446478618,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120600_E1D_20,-0.596548405,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bog-375,s__
20120600_E1D_25,1.028555813,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionicimonas,s__
20120600_E1D_30,-0.728166994,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003158875
20120600_E1D_31,0.701580602,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1137,s__Fen-1137 sp003158735
20120600_E1D_32,-0.84220299,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
20120600_E1D_34,0.82257502,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Rhodoblastus,s__
20120600_E1D_37,-0.503476797,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Fen-1467,s__
20120600_E1D_38,-0.371994117,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__Fen-1038,s__
20120600_E1D_41,0.884655115,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,g__Fen-671,s__Fen-671 sp003158835
20120600_E1D_42,0.96158861,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__RAAP-2 sp003158855
20120600_E1D_48,-0.735688067,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120600_E1D_5,3.421052445,Sig. High,d__Bacteria,p__Patescibacteria,c__ABY1,o__SG8-24,f__2-12-FULL-60-25,g__SZUA-46,s__
20120600_E1D_51,-0.614248978,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120600_E1D_52,-0.812388191,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120600_E1D_53,0.609318856,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__Fen-1260,s__Fen-1260 sp003162635
20120600_E1D_55,-0.280629278,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20120600_E1D_6,-0.691702877,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bog-375,s__Bog-375 sp003157745
20120600_E1D_9,0.606726665,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__,s__
20120600_E2D_1,-0.469922227,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1137,s__Fen-1137 sp003158455
20120600_E2D_11,-0.533386766,Insignificant,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__RBG-13-68-16,s__RBG-13-68-16 sp003158745
20120600_E2D_12,1.466057506,High,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Fen-181,g__FEN-299,s__FEN-299 sp003157675
20120600_E2D_15,-0.37464882,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1137,s__Fen-1137 sp003158395
20120600_E2D_16,1.486345479,High,d__Bacteria,p__Actinobacteriota,c__RBG-13-55-18,o__Fen-727,f__Fen-727,g__FEN-680,s__FEN-680 sp003157385
20120600_E2D_19,1.49083055,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__UBA1301,f__UBA1301,g__UBA6038,s__UBA6038 sp003158585
20120600_E2D_2,-0.560364936,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__Fen-1273,s__Fen-1273 sp003157485
20120600_E2D_21,1.161241725,High,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-513,s__Palsa-513 sp003157595
20120600_E2D_24,0.161434188,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__,s__
20120600_E2D_27,-0.640790497,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA10030,g__Fen-1298,s__
20120600_E2D_28,-0.188845147,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__
20120600_E2D_33,1.994638242,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__UBA4719,s__
20120600_E2D_36,-0.852078967,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120600_E2D_38,-0.000885799,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__,s__
20120600_E2D_41,-0.783011766,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003157875
20120600_E2D_47,1.516390424,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhizobacter,s__
20120600_E2D_49,0.849792184,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Fen-999,s__Fen-999 sp003158255
20120600_E2D_57,-0.82222031,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120600_E2D_7,-0.751546403,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Fen-1467,s__Fen-1467 sp003157575
20120600_E2D_8,0.108476988,Insignificant,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinispirillaceae,g__,s__
20120600_E2D_9,2.113270055,Sig. High,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__Fen-1245,s__Fen-1245 sp003157095
20120600_E3D_13,-0.763528268,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003157075
20120600_E3D_14,2.263041687,Sig. High,d__Bacteria,p__FCPU426,c__Palsa-1180,o__Palsa-1180,f__Palsa-1180,g__,s__
20120600_E3D_17,0.222319686,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophorhabdia,o__Syntrophorhabdales,f__Syntrophorhabdaceae,g__,s__
20120600_E3D_18,-0.240856399,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA877,s__
20120600_E3D_2,1.909030552,High,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__Geothrix sp003158505
20120600_E3D_20,-0.08594893,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__FEN-672,s__FEN-672 sp003158705
20120600_E3D_25,-0.117827036,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__UBA2241,s__
20120600_E3D_27,0.485748674,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__QYOJ01,s__
20120600_E3D_29,-0.392393636,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003157055
20120600_E3D_3,-0.433572429,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120600_E3D_33,0.715980923,Insignificant,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Kineosporiaceae,g__,s__
20120600_E3D_37,1.120638683,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Fen-999,s__Fen-999 sp003157035
20120600_E3D_38,-0.855044487,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003157015
20120600_E3D_41,-0.164762087,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__RBG-16-64-13,f__RBG-16-64-13,g__RBG-16-64-13,s__RBG-16-64-13 sp003157225
20120600_E3D_42,0.413290469,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__SJA-28,f__B-1AR,g__FEN-1279,s__FEN-1279 sp003158365
20120600_E3D_45,-0.784750712,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003158295
20120600_E3D_46,-0.373947265,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120600_E3D_48,-0.929200338,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003156975
20120600_E3D_49,-0.283913974,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__,s__
20120600_E3D_50,0.268093239,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__QYOJ01,s__
20120600_E3D_8,1.085108426,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__KS41,s__KS41 sp003158415
20120600_S1D_7,-0.555810922,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003159355
20120600_S2D_6,-0.410119391,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120600_S2M_11,2.435321809,Sig. High,d__Bacteria,p__Eremiobacterota,c__Eremiobacteria,o__UBP12,f__UBA5184,g__BOG-1502,s__
20120600_S2M_9,0.731711618,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-756,s__Bog-756 sp003157945
20120600_S3D_1,0.70524905,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-515,s__Bog-515 sp003155135
20120600_S3D_7,0.687376927,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__RAAP-2 sp003155915
20120600_S3M_3,-0.735826533,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__Bog-209 sp003162935
20120700_E1D_7,-0.395104869,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Fen-330,s__Fen-330 sp003154855
20120700_E2D_6,-0.856827923,Insignificant,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__UBA3254,g__Fen-1064,s__
20120700_E2X_1,2.254885825,Sig. High,d__Bacteria,p__Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__,s__
20120700_E3M_1,0.912860414,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhizobacter,s__
20120700_E3M_2,-0.682867306,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__
20120700_E3X_7,-0.514044921,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__FEN-1160,s__
20120700_P1D_3,-0.330818027,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-257,s__Bog-257 sp003152695
20120700_P2D_11,0.822615835,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__Pseudolabrys sp003152455
20120700_P3D_1,-0.330020541,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__UBA11358 sp003151855
20120700_P3D_10,0.13761707,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Palsa-1033,s__
20120700_P3D_100,-0.832306599,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
20120700_P3D_101,-0.19388308,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20120700_P3D_102,-0.497295943,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Fen-178,s__Fen-178 sp003170915
20120700_P3D_105,-0.41306782,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PSRM01,s__
20120700_P3D_108,-0.856544913,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20120700_P3D_112,-0.438500453,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_P3D_117,-0.3092971,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_P3D_12,0.615321115,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__,s__
20120700_P3D_128,0.721516656,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7541,f__UBA7541,g__Palsa-360,s__Palsa-360 sp003165465
20120700_P3D_131,0.767854251,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Palsa-1005,g__PALSA-1005,s__PALSA-1005 sp003153335
20120700_P3D_139,0.724686362,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhizobacter,s__Rhizobacter sp003152055
20120700_P3D_140,0.226310934,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Palsa-1439,f__Palsa-1439,g__Palsa-1439,s__Palsa-1439 sp003152315
20120700_P3D_141,0.571074735,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__
20120700_P3D_142,0.789759145,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__Bog-366,s__
20120700_P3D_146,0.006977613,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__,s__
20120700_P3D_148,0.37115664,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,s__Methylocystis sp003152255
20120700_P3D_2,2.037934126,Sig. High,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__Binatales,f__Binataceae,g__Binatus,s__
20120700_P3D_20,-0.475338818,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1118,s__
20120700_P3D_22,2.538524865,Sig. High,d__Bacteria,p__Eremiobacterota,c__Eremiobacteria,o__UBP12,f__UBA5184,g__Fen-1528,s__Fen-1528 sp003151115
20120700_P3D_23,0.941288084,Insignificant,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Acidothermales,f__Acidothermaceae,g__PALSA-607,s__
20120700_P3D_27,0.720170057,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7541,f__UBA7541,g__,s__
20120700_P3D_3,-0.390052501,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_P3D_33,0.758670814,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7541,f__UBA7541,g__Palsa-189,s__
20120700_P3D_34,1.834135616,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__Reyranella sp003153415
20120700_P3D_35,-0.34238924,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__PALSA-270,s__
20120700_P3D_39,0.892166633,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,s__
20120700_P3D_43,-0.328738197,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_P3D_44,1.420680078,High,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,g__,s__
20120700_P3D_46,0.793108517,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7541,f__UBA7541,g__,s__
20120700_P3D_55,0.144467763,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Palsa-739,s__
20120700_P3D_61,-0.290078532,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-257,s__Bog-257 sp003151335
20120700_P3D_64,0.364453596,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Gallionella,s__Gallionella sp003153155
20120700_P3D_65,1.132997005,High,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__UBA6898,g__PALSA-1316,s__PALSA-1316 sp003153275
20120700_P3D_7,-0.575112309,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__PALSA-1440 sp003152225
20120700_P3D_73,-0.534397429,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__PALSA-349,s__PALSA-349 sp003152325
20120700_P3D_84,0.908173893,Insignificant,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-513,s__
20120700_P3D_85,0.917767681,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__PALSA-1196,s__
20120700_P3D_87,0.762540219,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__BOG-931,s__
20120700_P3D_90,0.547081809,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__,s__
20120700_P3D_91,-0.585759173,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__
20120700_P3D_97,-0.253705762,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__
20120700_S1D_102,-0.791463228,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Solibacter,s__
20120700_S1D_103,2.235328819,Sig. High,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA11386,g__,s__
20120700_S1D_104,-0.630435751,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120700_S1D_106,0.450466661,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella,s__
20120700_S1D_114,-0.387355101,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003165075
20120700_S1D_115,-0.062199443,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,g__Fen-671,s__
20120700_S1D_13,0.307631508,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__Bog-366,s__Bog-366 sp003165615
20120700_S1D_19,-0.422541755,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20120700_S1D_25,0.366137763,Insignificant,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__Holophaga sp003165415
20120700_S1D_26,2.156059535,Sig. High,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__,g__,s__
20120700_S1D_27,0.024447495,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,s__Roseiarcus sp003164915
20120700_S1D_28,2.476249124,Sig. High,d__Bacteria,p__Armatimonadota,c__SYMT01,o__,f__,g__,s__
20120700_S1D_30,1.903364976,High,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__SM23-33,f__SM23-33,g__,s__
20120700_S1D_33,-0.009387457,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__BOG-234,s__
20120700_S1D_41,-0.02743184,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__TOLSYN,s__
20120700_S1D_43,1.602250102,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium sp003165155
20120700_S1D_45,0.3497931,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Bog-1198,s__
20120700_S1D_46,-0.423175892,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bog-159,s__
20120700_S1D_48,0.334832367,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__Bog-366,s__Bog-366 sp003165315
20120700_S1D_49,-0.300406845,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_S1D_57,-0.580016293,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20120700_S1D_60,-0.426049502,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20120700_S1D_61,-0.589876772,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__
20120700_S1D_66,0.495767621,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-756,s__Bog-756 sp003164275
20120700_S1D_67,-0.287560765,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_S1D_73,2.070723499,Sig. High,d__Bacteria,p__Planctomycetota,c__Brocadiae,o__,f__,g__,s__
20120700_S1D_77,-0.372837483,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_S1D_85,-0.765558818,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_S1D_86,-0.431673442,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__,s__
20120700_S1D_89,0.077984848,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__,s__
20120700_S1D_9,-0.48879184,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20120700_S1D_97,1.713063279,High,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__SbD1,s__SbD1 sp003165235
20120700_S1X_12,-0.264087194,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-257,s__Bog-257 sp003160215
20120700_S1X_15,-0.526718172,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Fen-178,s__
